,Acidaminococcus,Alistipes,Anaerostipes,Anaerotruncus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Butyricicoccus,Catenibacterium,Citrobacter,Clostridium,Collinsella,Coprococcus,Desulfovibrio,Dorea,Eggerthella,Enterobacter,Enterococcus,Eubacterium,Fusobacterium,Haemophilus,Holdemania,Klebsiella,Lactobacillus,Lactococcus,Leuconostoc,Megamonas,Megasphaera,Methanobrevibacter,Methanosphaera,Odoribacter,Oscillibacter,Parabacteroides,Paraprevotella,Parasutterella,Pediococcus,Phascolarctobacterium,Prevotella,Propionibacterium,Proteus,Roseburia,Rothia,Ruminococcus,Slackia,Streptococcus,Subdoligranulum,Sutterella,Turicibacter,Veillonella
PRISM|8754,-3.3001877,3.833378498,-3.917381762,-0.543973097,5.695331769,4.67904302,0.915869975,-0.734122635,-0.725657363,-3.080680716,0.709399202,-4.088027698,4.486464641,-0.000338615,5.846857401,3.085854392,-4.725901591,1.402956777,-5.430883229,-2.099523896,3.071743804,-3.401132828,-1.486030503,-0.139864565,-3.216645195,-0.28766698,-0.675307219,-1.942310729,3.266226365,-1.668104743,-0.341373335,0.159359518,3.229895484,3.600979413,-2.850460951,-0.779002761,-0.675307219,-2.745024507,4.974104149,5.538905105,-1.18310212,-0.652797555,-4.592067506,-1.476762597,4.491430491,-0.908417711,0.329278178,1.264672418,3.993987495,-4.055633094,-2.852047672
PRISM|8758,-3.456739513,2.889237139,4.114214699,-1.189085703,3.182505537,-3.771951493,7.850190003,-3.024680471,-2.080034457,-3.267198165,1.891731235,-2.91176413,4.741277559,1.181833208,3.943214099,-1.383082427,-0.699273218,2.58528881,-4.254619661,4.918121683,-0.648775108,-2.22486926,-5.219700557,-2.013245327,-2.040381627,6.11861185,1.784133922,-0.766047161,2.864570145,-0.922722817,0.834890233,1.341691552,2.61518801,2.965323881,-1.674197383,0.397260807,-2.320076409,7.365719849,-1.726885821,-3.569110374,-2.237700787,0.523466013,-1.773294104,-4.702396939,-2.546293148,0.267845858,0.84778478,2.025270181,-3.170892989,-2.879369526,-0.774982479
PRISM|8764,-1.027319806,6.495426446,-2.885325603,3.141342088,6.257470497,-3.916158903,2.379790576,-3.168887881,-2.224241866,-3.411405575,1.741099545,-3.055971539,3.55551,1.031371151,4.383053699,-1.527289837,-3.693845432,2.43465712,-4.398827071,-0.014522153,7.118727643,-2.36907667,-5.363907967,-2.157452737,-0.037989283,0.915813262,-2.308208766,-0.910254571,2.717301342,-1.066930227,6.302007675,1.191059862,2.4709806,2.816025345,7.114781754,0.253053398,-2.464283818,-1.712968348,-1.87109323,0.578929337,-2.381908197,0.379258603,-3.560011348,-1.317735999,-1.81673684,0.123638448,0.53611483,1.881062772,-2.927173912,-3.023576936,-1.205371477
PRISM|8765,-2.422242016,5.725999065,-3.798251869,-1.487608439,5.303171293,5.210978539,0.148171345,0.281879209,-3.137168132,-4.324331841,0.827605573,-3.968897805,3.921454858,0.117892221,5.062238945,-2.440216103,-4.606771698,1.521163148,-5.311753336,-1.980394004,1.282948236,-3.282002935,0.258583646,0.55576733,-1.080832626,-0.168537088,-3.221135032,-1.823180836,1.804105039,-1.979856492,-0.222243442,0.27756589,4.323153899,1.902649508,0.763584257,3.64447082,-1.05468558,-2.625894614,3.344389732,6.056564827,-3.294834463,-0.533667663,-4.472937613,0.815068033,5.581738617,-0.789287818,-0.376811435,0.968136506,2.02310975,-3.525605988,0.206758578
PRISM|8774,-2.150755421,5.756017202,-3.188604409,1.959196293,6.804297379,6.711449553,5.629564649,0.180781204,1.105509282,-3.714684381,1.436424342,-3.359250346,3.493335135,0.726732961,3.869494938,-1.830568643,-3.997124238,2.129981917,-4.702105877,-1.370746544,4.671215296,-2.672355476,-5.667186773,0.846122198,-0.568669587,0.441110372,-2.611487572,-1.213533377,2.413358466,-1.370209033,0.387404017,0.886384658,4.582318815,2.511640818,6.175600319,-0.050225409,3.29866244,-2.016247154,-2.174372037,-1.047076263,-2.685187003,0.075979797,-3.863290154,-5.149883155,-2.154494275,-0.179640358,0.264168113,1.577783966,-3.618379205,-3.326855742,-3.251601698
PRISM|8776,-2.345421594,4.78094227,-2.91203301,-0.994878187,4.763902983,-1.291618812,5.093485424,-0.235248829,-2.250949273,-3.438112981,1.715576732,-3.082678946,3.493936976,1.005816979,5.02517689,-1.155353933,-3.720552839,2.409134306,-4.425534477,-1.094175144,1.42254138,-2.395784076,-2.810402356,-0.916555649,-1.039702834,0.730719571,-2.334916172,-0.936961977,5.788254072,-1.093637633,0.663975417,1.165537048,2.444273194,2.790256196,-1.845112199,0.226345991,-1.874308997,-1.739675755,-1.897800637,8.018791462,-2.408615603,0.352551197,-3.586718754,-1.717361113,-1.414991352,0.096931041,1.190667027,1.854355365,5.722066893,-3.050284342,-2.745850943
PRISM|8778,-3.231943327,5.574752605,-3.586325929,2.484321269,6.273189028,5.666640486,5.428043955,1.341957275,-1.940218061,-4.1124059,1.038111131,-3.756971865,4.900193419,0.328435449,3.810661911,-2.228290162,-4.394845758,1.731668706,-5.099827396,-1.768468063,5.260967863,-3.070076995,-1.439385792,1.689735798,-1.605256432,0.043388853,0.731296131,-1.611254896,2.015355709,-1.767930552,5.854759612,3.39710733,3.691918993,2.512343112,-2.519405118,-0.447946928,-0.092844605,-2.413968674,-2.572093556,-1.398411718,-3.082908522,-0.321741722,-4.261011673,-5.547604674,1.471061922,-0.577361878,-0.104638227,1.69445389,3.386674458,-3.724577261,-3.649323218
PRISM|8783,-1.678175635,2.508562511,-3.122030387,2.287831097,5.778683599,-4.152863687,0.240447222,-3.405592664,4.048494774,-3.648110358,1.501731413,-3.292676323,6.231274869,0.792073657,3.562301906,-1.76399462,-3.930550216,2.195288988,-4.635531854,-1.304172521,-0.861083366,-2.605781453,-5.60061275,-2.394157521,-2.42129382,1.925482194,1.646825629,-1.146959354,2.479330399,-1.30363501,0.45397804,0.95169173,2.234275817,5.730784913,7.122643678,0.016348614,-2.700988602,-1.949673132,-2.107798014,-0.077850057,4.706253418,0.14255382,0.097683445,0.323918189,-2.927205342,-0.113066336,1.647965377,4.069784575,-3.551805182,0.230827766,-2.231429438
PRISM|8784,-2.657109252,5.585073063,-0.495216743,2.456527865,6.60728585,-2.806100639,0.558890058,1.707502353,2.357184082,-3.159379994,0.889291047,-3.906077282,3.189776797,0.179607793,3.745670862,-2.37739558,-4.543951175,1.582848622,-0.34732613,2.964693582,5.720901678,-3.219182412,-1.345273226,2.419586959,-3.034694779,0.016139814,0.224722954,-1.760360313,1.866385903,-0.805507936,-0.159422919,0.339251364,1.620874857,2.303514931,5.640537581,-0.597052345,2.482527077,-2.563074091,-2.721198973,-0.652126046,-0.753810086,-0.470847139,-4.41011709,-5.696710091,4.376426828,-0.726467295,-0.313990912,2.524487983,-4.165206141,-3.873682679,-3.798428635
PRISM|8785,-2.135305501,4.361344763,0.095380338,1.71868542,6.932099389,4.16897516,4.822291178,2.373118088,0.396512843,-4.229426464,0.921402996,-3.873992429,3.633848509,0.211719023,4.776932133,-2.345310726,-4.511866322,1.614960571,-5.21684796,-1.885488627,-1.446171181,-3.187097559,-0.138744372,0.820183217,-3.002609926,2.949763762,1.677728754,-1.72827546,1.898483635,-1.884951116,-0.127338066,0.371363313,4.599396544,1.996677642,-2.342562848,-0.564967492,3.204157067,-2.530989238,5.219293793,-1.022356618,-3.199929086,-0.438762286,-4.378032237,-5.664625238,4.724886655,-0.694382442,-0.171886385,1.952917281,-4.133121288,-0.820737426,-3.766343782
PRISM|8788,-3.210861301,4.820152218,-2.886079432,-1.334046941,6.110478327,-3.916912732,0.355933764,-3.16964171,-2.224995695,-3.412159403,1.741885115,-3.056725368,3.528839632,1.032115977,3.920988964,-1.528043665,-3.694599261,2.43544269,-4.399580899,-1.068221567,4.849688817,-2.369830498,-5.364661795,0.033679452,-2.185342865,0.743635349,-2.308962595,-0.911008399,2.717280152,3.371766846,1.512770869,1.191845431,3.989407216,2.816490843,3.149713709,4.755359631,-2.074417346,-1.713722177,-1.871847059,8.095956135,-2.382662026,0.378504775,-3.560765176,-0.519132791,4.362991937,0.122884619,0.535361002,1.880308943,-3.315854227,-3.024330765,-2.949076721
PRISM|8789,-3.783427922,3.929845999,-3.31426093,0.754398319,5.078202558,2.641774624,4.771247854,-0.336837575,-2.653177193,-3.840340902,1.31267773,-3.484906867,5.38586836,0.602935738,3.370071363,-1.956225164,-4.122780759,2.006235305,2.029227787,-1.496403065,3.405512386,-2.798011997,-5.792843294,-0.297820216,-2.613524364,0.315453851,-0.942631557,-1.339189898,2.288610342,4.511291302,0.261747496,0.762638046,3.136842577,2.387496717,-1.38360004,-0.17588193,1.654052944,-2.141903675,-2.300028558,7.620648542,-2.810843524,-0.049676724,-3.988946675,-5.275539676,3.662952078,-0.305296879,0.437239931,1.452127444,-3.744035726,0.546294035,-3.377258219
PRISM|8794,-1.923046271,4.160178869,1.50596846,1.599397471,5.567331674,-5.185426962,3.743647635,-4.43815594,-0.004015446,-4.680673634,0.46697151,-4.325239598,4.02572718,-0.242627849,3.227788274,-2.796557896,-4.963113491,1.160529085,4.092463781,4.622078414,5.211525558,-3.638344728,4.761599613,2.461118124,-0.446431546,1.310232006,-0.010040442,-2.179522629,1.445724174,-1.511855452,-0.578585235,-0.083068174,1.201712541,1.542910358,-0.613786666,-1.016214661,-2.389586576,-2.982236407,-3.140361289,-0.244187066,-3.651176256,-0.890009456,-4.829279407,0.564376285,5.278947021,-1.145629611,2.224487937,0.611794713,-2.612730127,-1.220770028,0.95616216
PRISM|8795,-3.52804436,2.808239887,-2.812423041,-1.26039055,6.991044124,-3.843256341,0.400015792,-3.095985318,2.743443998,-3.338503012,1.811180162,-2.983068977,6.597183852,1.101526618,3.871909252,-1.454387274,-3.62094287,2.504737737,-4.325924508,2.827222794,4.599983358,-2.296174107,-5.291005404,3.539433938,-2.111686474,0.817291741,0.954595977,-0.837352008,2.788862403,-0.994027664,0.763585386,1.261140478,5.917269086,2.886693714,7.230779683,0.32595596,4.094509507,-1.640065786,-1.798190668,-4.025863794,-2.309005634,0.452161166,-3.487108785,-4.773701786,-2.617597996,0.19654101,2.073725938,1.953965334,-3.242197836,-2.950674373,-2.87542033
PRISM|8800,6.67194788,2.261242343,-3.937394878,0.620585393,2.063335461,4.661074448,4.73529521,0.61496393,2.751126531,-4.46347485,0.685084654,-4.108040814,2.82520162,-0.024539028,3.937384597,1.972051949,2.628226969,1.378642229,-5.450896345,-2.119537013,-0.807436767,-3.421145944,-2.617588435,1.459322739,-0.977791911,-0.301690299,-3.360278041,-1.962323845,1.663356946,-1.682089145,-0.361386451,0.13504497,1.418911325,3.877448722,-2.870474067,-0.799015877,1.611516273,-2.765037623,-2.923162505,-1.179386214,-3.433977472,-0.672810672,4.435997292,-0.859165386,-3.042119422,-0.928430827,-0.250972501,0.828993497,5.459186668,-4.075646211,0.699870895
PRISM|8802,-1.70959393,3.575745796,1.961147975,2.634895961,6.220959235,-4.375129921,-0.131857788,1.43440062,2.076175791,1.733377689,1.284348296,-3.514942557,5.166204245,0.574561169,3.340035672,-1.986260854,-4.15281645,2.622054377,-4.857798088,-1.526438756,7.043145485,-2.828047687,2.027656487,1.286118577,-1.83681865,0.28541816,-2.767179784,-1.369225588,2.259386957,-0.603753717,6.411838735,0.734308612,4.859391999,2.358812686,-2.27737581,-0.20591762,-2.923254836,-2.171939366,-2.330064248,-1.38511388,-2.840879215,-0.079712414,-4.018982365,-5.305575366,3.931576287,-0.33533257,0.077143813,2.299220112,-3.774071416,-3.482547953,-3.40729391
PRISM|8803,-2.053246062,3.237351034,-3.67532213,2.880000223,5.393520553,-4.70615543,-0.142158848,-3.958884408,5.446623455,-4.201402102,0.946927733,-3.845968066,5.79714513,0.283361889,3.009010163,-2.317286364,-4.483841959,4.236063767,-5.188823597,-0.944400941,5.451096477,-3.159073196,1.212957897,3.581645233,-0.235740242,-0.045607349,5.188550645,-1.700251098,1.925320666,-1.856926754,-0.099313703,0.39688805,1.680984073,4.024027217,2.938663944,-0.536943129,-3.254280345,-2.502964875,-2.661089757,-0.408022641,-1.15817304,-0.410737924,0.008811195,2.50194478,-1.879934371,-0.666358079,-0.006508361,3.961258202,-4.105096926,-3.813573463,-0.084067162
PRISM|8805,-1.801027327,2.680059622,-3.069511871,-1.517479381,2.893287241,-3.715458558,0.306818815,-3.353074149,2.817320187,1.81083278,1.560446194,-3.240157808,8.111166249,0.850624382,3.614820422,-1.711476105,2.088962776,2.254003769,-4.583013339,-1.251654006,-0.644914132,-2.553262938,1.960934689,-2.341639005,-0.586474286,0.56020291,4.841709111,-1.094440839,2.534797357,0.531155216,0.506496556,1.01040651,2.286794332,2.63463801,-2.002591061,0.068867129,-2.648470086,-1.897154616,-2.055279498,-0.883794401,-2.566094465,3.707040972,-3.744197616,-1.142444641,-2.776623028,-0.06054782,1.202263673,1.696876504,-3.499286667,-0.387020531,2.59656277
PRISM|8806,1.453873481,2.248722245,-3.373948311,-1.82191582,2.548154217,-4.40478161,-0.062548045,2.620138036,-2.712864574,-3.900028282,1.251574051,-3.544594247,3.029227632,0.54186958,3.310383982,-2.015912544,-4.18246814,1.945131626,-1.354493664,-1.556090445,-1.034293444,6.422578701,0.493827682,-2.646075444,7.02804169,5.607469208,-2.796831473,-1.398877278,2.22824925,5.917803802,0.202060116,0.701534367,1.982357893,2.326687739,-1.573073087,-0.23556931,-2.952906526,3.610576768,-2.359715938,-1.748164196,-2.870530904,-0.109364104,-4.048634055,0.572843126,-3.179123265,-0.364984259,1.054034735,1.392440064,-3.803723106,-3.512199643,5.074131722
PRISM|8807,-2.297931253,5.624225165,3.885410452,-1.329488153,3.06911922,-3.912353943,0.566035491,-3.165082921,5.432720409,-3.407600615,1.741431726,-3.05216658,7.993837543,1.031795474,3.802811649,-1.523484877,1.062203517,2.434989301,-4.395022111,0.334379722,-0.543620661,-2.36527171,6.088519376,-2.153647777,-2.180784077,0.836802727,0.176566526,-0.906449611,2.719455688,-0.01208465,0.694487783,1.191392043,2.47478556,2.817081019,-1.643126936,0.256858357,-2.460478859,-1.709163388,-1.867288271,-0.331903384,-2.378103237,0.383063563,-3.556206388,-4.842799389,-2.686695598,0.127443408,0.802502239,1.884867731,-3.311295439,-3.019771976,1.619036113
PRISM|8809,-2.51704691,2.510780825,-3.11460565,-1.562573159,3.389079991,-2.369997818,0.835667536,-3.398167928,-2.453521913,-3.640685622,1.509170837,-3.285251586,7.906208268,0.799512691,3.569726643,-1.756569884,-2.351979312,2.202728412,-4.628107117,2.415766257,-0.731790011,-2.598356716,1.185350244,-2.386732784,6.289873968,0.515109131,0.226612822,-1.139534617,2.486762113,2.722992515,0.461402777,0.959131154,2.241700553,2.58464826,-1.910412608,0.023773351,-2.693563865,4.218728565,-2.100373277,-0.499595221,1.619659403,0.149978556,-1.877521332,1.349763482,-2.919780605,-0.105641599,1.254826981,1.651782725,-3.544380445,-3.252856983,1.758308901
PRISM|8815,-0.934236394,2.440191405,3.152354771,-1.626560322,2.819654721,-0.965055064,0.444017934,-3.46215509,2.396449821,-3.704672784,1.443102441,-3.349238748,7.804401357,0.73349962,3.505739481,-1.820557046,2.10519863,2.136660016,-4.692094279,1.486166995,-0.136676654,-2.662343878,0.214409322,-2.450719946,6.140287315,0.45931946,0.567842772,-1.203521779,2.421786753,0.84942071,0.397415615,0.893062757,2.177713391,2.519014123,-1.498798117,-0.040213811,-2.757551027,-2.006235557,-2.164360439,-0.120769254,-2.675175406,0.085991394,-0.205725976,-5.139871558,-1.811053617,-0.169628761,1.622628462,1.587795563,-3.608367607,-3.316844145,2.118302433
PRISM|8841,-3.179078778,3.314360108,-3.883588179,-2.331555689,6.732943651,4.903133742,-0.434981826,1.94927119,-2.203847652,2.143762325,0.738634153,-4.054234115,2.677785701,4.758141383,3.268008952,-2.525552413,2.106208842,1.432191727,-5.397089646,-2.065730314,1.948165589,-2.861692909,3.361379268,-3.155715313,-3.182851612,-0.091635782,-2.01797287,-1.908517146,1.717041548,-0.076550609,-0.307579752,0.188594469,1.472718024,1.81443579,-1.24374892,-0.745209178,3.141391367,-2.711230924,-2.869355806,-0.22263558,-3.380170773,-0.619003973,0.244014218,1.025012288,-2.424620969,-0.874624128,2.060105369,0.882800196,-3.660200605,5.038276568,1.510598996
PRISM|8843,6.295285631,4.423839141,-3.479258719,0.303428362,7.0878986,-4.510092018,-0.255326422,0.247367857,-0.404005216,-0.718390235,1.151162527,-3.649904655,3.55413712,4.812870984,3.205073574,-2.121222952,-4.287778548,1.844720102,-4.992760186,1.60535562,-1.331713425,-2.963009785,0.602416758,0.414939242,-2.524995494,4.153349653,-0.145120332,-1.504187686,2.125271296,5.343569395,0.096749708,0.601122844,4.016054169,2.225258267,-2.412337908,-0.340879718,2.965602823,-2.306901464,-2.465026346,-2.224561874,-2.975841312,-0.214674512,-4.153944463,-2.361873989,1.936226888,-0.470294667,0.712013253,1.287129656,-3.909033514,-3.617510051,-0.670197979
PRISM|8844,-3.296029726,3.043097591,-2.580408406,-1.028375916,3.452432713,-3.611241706,0.632030427,-2.863970684,-1.919324669,-3.106488378,2.046082008,0.988242441,3.834317372,1.336351886,4.103923887,-1.22237264,-3.388928235,2.739639583,8.012869903,-0.762550541,-0.488065321,-2.064159473,-5.05899077,-1.85253554,5.600970715,1.049306375,-2.003291569,-0.605337374,3.022249589,-0.76201303,0.995600021,1.496042325,2.775897797,3.12099423,7.807075604,0.557970594,-2.159366622,-1.408051151,-1.566176033,-3.793849159,0.917299617,0.6841758,-1.666697935,-4.541687152,-2.385583361,0.428555645,1.676637937,2.185979969,-3.010183202,-2.718659739,-2.643405695
PRISM|8846,-2.891325388,1.693870544,-3.19483734,0.465369192,2.018637451,-4.957750369,6.581382788,-4.210479347,2.934801387,2.850717434,0.696812758,-4.097563006,4.012972586,-0.001190097,2.757415223,-2.568881303,-2.097732125,1.390370333,-5.440418537,-2.109059204,5.432442662,0.323191405,4.019745388,3.834347266,0.928557116,0.856328017,-3.349800232,-1.951846037,1.674428527,0.03465614,-0.350908643,0.146773074,1.429389134,2.422131181,4.998182966,-0.788538069,-3.505875285,-2.754559814,-2.912684697,-1.386008559,-3.423499663,2.813773203,1.967977167,0.4304934,-3.732092024,-0.917953018,1.887855776,0.839471305,-4.356691865,0.620680863,0.936920336
PRISM|8847,-4.581849,4.195010001,1.704017248,0.317334445,5.937831241,-3.94530628,-0.46100988,-4.149789959,3.247928648,3.914029652,0.759176791,-4.036873617,5.8491753,1.627888663,2.818104612,-2.508191915,-2.330170347,1.452734366,-5.379729148,3.694446898,1.030018472,-3.349978747,-6.344810044,1.876216901,2.116962329,-0.2365129,1.241919896,-1.891156648,1.735913824,-2.047832305,-0.290219254,0.209137107,5.512240092,1.834315024,4.997752041,4.135072656,1.835789907,-2.314757083,-2.851995308,-1.316505451,-3.362810275,-0.601643475,-2.78215547,-1.441531146,-2.549944409,-0.85726363,2.527041439,4.635644771,-4.296002476,-4.004479014,-1.273184542
PRISM|8849,-2.635950062,2.71431595,-2.910609745,-1.358577255,3.018259404,-3.941443045,7.89306279,-3.194172023,-2.249526008,-3.436689717,1.717322362,-3.081255681,6.805620755,1.007554082,3.773722548,-1.552573979,-0.270463315,2.410879937,-4.424111212,-0.5749471,-0.680824066,-2.010058139,2.446760125,-2.182736879,-1.181943833,6.238183373,2.239449761,-0.935538712,2.692734394,0.172559287,0.665398682,1.167282679,2.445696458,2.791934831,-1.456527206,0.227769256,-2.48956796,-0.891868799,-1.896377372,-1.696127841,-2.407192339,0.353974461,2.734257086,-1.219025117,-2.649297185,0.098354306,1.011473358,1.85577863,-3.34038454,-3.048861078,1.234305692
PRISM|8878,-3.846465748,4.202592032,-3.130844429,-1.578811938,7.740249272,5.519617311,4.391831916,1.107021172,1.945415426,-3.656924401,1.496266442,-3.301490365,3.392226825,5.133103726,3.712772553,-1.772808663,-3.939364258,2.189824017,-4.644345896,-1.312986564,-1.038501344,-2.614595495,-5.609426792,2.245934186,-2.430107862,0.498870352,-2.553727592,-1.155773396,2.472108796,-1.312449052,0.445163998,0.946226759,4.686826642,2.571049618,5.138751702,0.007534572,3.308945448,-1.958487174,-2.116612056,-4.344285182,-2.627427023,0.133739777,0.01993072,-5.092123175,4.950852271,-0.121880378,0.290596005,1.635543946,-3.560619224,-3.269095762,-3.193841718
PRISM|8882,-3.705660614,2.629025188,-2.990039295,-1.438006804,6.544582693,3.072686555,6.103011192,-3.273601572,-2.328955558,-3.516119266,1.631940589,-3.160685231,5.647442183,0.922330196,3.694292998,-1.632003528,-3.798559124,2.325498164,-4.503540762,-1.172181429,-0.89769621,-2.473790361,7.094620197,-2.262166429,-2.289302728,0.639675487,-2.412922457,-1.014968262,2.610475353,1.333099828,0.585969132,1.081900906,2.366266909,2.70779284,5.013193861,0.148339706,-2.56899751,-1.81768204,-1.975806922,-4.203480048,-2.486621888,0.274544912,-3.664725039,-4.95131804,4.773223355,0.018924756,2.500045893,1.77634908,-3.41981409,-3.128290627,5.591703864
PRISM|8892,-3.325161288,3.008997489,-2.609539968,-1.057507478,3.382250855,-3.640373268,8.428431729,-2.893102246,1.683800126,-3.13561994,2.01190468,-2.780185905,4.783288839,1.302308529,4.074792325,-1.251504202,-3.418059797,2.705462255,-4.123041436,-0.791682103,-0.517196883,-2.093291035,-5.088122332,-1.881667102,3.379498772,2.14882924,0.887581587,-0.634468936,2.990720679,-0.791144592,0.966468458,1.461864997,2.746766235,3.087868701,-1.542619158,0.528839032,-2.188498184,6.344239344,-1.595307596,-3.822980721,-2.106122562,0.655044238,1.973106241,-4.570818714,-2.414714923,0.399424083,5.624036848,2.156848406,-3.039314764,-2.747791301,-2.672537257
PRISM|8894,-3.720805824,6.085132,-3.005184505,1.501701495,7.300384598,-4.036017805,6.099472869,0.344374412,-2.344100768,-3.531264476,1.619616505,-3.175830441,3.542911534,0.909931165,4.493221408,-1.647148738,-3.813704334,2.31317408,-4.518685972,-1.187326639,6.36974035,-2.488935571,0.836677089,-2.277311639,-2.304447938,0.624530277,-2.428067667,-1.030113472,2.596670112,-1.186789128,6.107983031,3.938266887,4.525641532,2.694880418,5.030332585,0.133194496,-2.58414272,-1.83282725,-1.990952132,-4.218625258,-2.501767098,0.259399702,-3.679870249,-4.96646325,3.929713626,0.003779546,1.095026219,1.76120387,-3.4349593,-3.143435837,-3.068181794
PRISM|8898,-4.00753498,3.2965519,-3.291913661,-1.739881171,5.657779892,4.305338087,-0.005043557,0.124972634,-2.630829924,-3.817993633,1.338951424,2.913200205,3.158521035,1.49070704,3.441920423,-1.933877895,-4.10043349,2.032508999,2.973225685,-1.474055796,3.651216371,-2.775664727,3.222831772,-1.612829315,1.940943065,0.33780112,-2.714796824,-1.316842628,6.618917533,-1.473518285,0.284094766,0.788911741,3.36641227,2.412955133,-2.22499285,-0.15353466,0.144374687,-2.119556406,-2.277681288,7.355213069,-2.788496255,-0.027329455,-0.834548507,-5.253192407,-3.097088616,-0.28294961,0.129526773,1.474474714,-3.721688456,-3.430164994,-3.35491095
PRISM|8924,-4.293105769,3.636344081,2.901412582,3.720718077,4.121388585,-4.608317749,6.575919479,2.113729302,-2.916400712,-4.103564421,1.046885183,-3.748130386,3.530069371,0.33721129,3.936697372,-2.219448683,-4.386004278,1.740442758,-5.090985917,-1.759626584,2.364652487,-3.061235516,-6.056066813,1.907871244,-2.876747883,0.052230332,3.355532197,-1.602413417,2.024165145,-1.759089073,-0.001476023,0.4968455,3.037008899,6.292412675,5.071572492,-0.439105449,-3.156442665,-2.405127194,-2.563252077,-0.357359433,-3.074067043,-0.312900243,-4.252170194,-5.538763195,4.956908156,2.898282363,-0.156044016,1.188903926,5.295078489,1.776044481,-3.640481738
PRISM|8932,-3.792086753,2.547607288,4.425993729,-1.524432943,2.834482406,-4.107298733,5.615463188,-3.360027711,-2.415381697,-3.602545405,1.550600488,-3.24711137,6.545252229,0.840855128,3.607866859,-1.718429667,0.355632057,2.244158063,-4.589966901,3.418409208,-0.984122348,-2.5602165,1.316164596,-2.348592567,-0.705790435,5.974105163,-2.499348596,-1.101394401,2.5264664,-1.258070057,0.499542993,1.000560805,2.27984077,2.625393011,7.608045005,0.061913567,-2.655423649,-1.904108179,-2.062233061,-4.289906187,-2.573048027,0.188118773,-1.32898957,0.477501044,-2.881640388,-0.067501383,0.344975,1.689922941,-3.506240229,-3.214716766,3.71975281
PRISM|8982,-4.310865324,5.226524301,-3.595244005,0.06439842,5.76957855,5.826737413,5.125175304,-3.878806283,1.956419137,-4.121323977,1.030039043,-3.765889941,3.354062609,0.320340918,3.480087712,1.96875214,-4.403763834,1.723596618,-5.108745472,6.232465913,3.10353618,-3.078995071,-3.262047914,1.559518474,3.635340389,0.287590469,-2.628324154,-1.620172972,2.006839767,-1.776848629,5.273223882,0.47999936,5.336381355,2.10520256,1.911742535,3.58881136,-3.17420222,-2.42288675,-2.581011632,-4.808684758,-3.091826599,-0.330659799,-0.483467563,-5.556522751,1.863819375,-0.586279954,1.601996876,1.17114437,-4.0250188,-3.733495338,-3.658241294
PRISM|8998,-3.984910025,2.353677832,-3.269288706,2.254189144,7.226656353,-4.300122005,4.319133975,1.591820305,1.454871663,-3.795368677,1.356653883,-3.439934642,5.490812552,0.646938274,3.415043587,-1.911252939,0.203144336,4.488717438,-4.782790173,-1.45143084,3.749970604,-2.753039772,-5.747871069,2.675128525,-2.568552139,0.360426076,2.743873626,-1.294217673,2.333108699,-1.450893329,0.306719721,0.806614199,2.087017498,2.431680096,5.119237107,-0.130909705,-2.848246921,-2.09693145,-2.255056333,-4.482729458,-2.765871299,-0.004704499,-3.94397445,-5.230567451,-3.07446366,-0.260324654,0.152151728,1.497099669,6.732778434,-0.037951025,2.083937569
PRISM|9010,-3.384594135,7.167009456,-2.668972815,3.316199027,6.252596996,-3.699806115,0.543466018,-2.952535093,-2.007889078,-3.195052787,1.955296494,-2.839618751,3.884654969,1.245625263,6.518087725,-1.310937049,-3.477492644,2.648854069,-4.182474283,-0.85111495,6.97348842,-2.152723882,-5.147555179,2.471609379,-1.968236249,2.603636653,-2.091855978,-0.693901783,2.932629104,-0.850577439,0.907035612,1.40525681,5.938749476,4.461233918,-1.602052005,0.469406186,-2.24793103,-1.49661556,-1.654740442,-3.882413568,-2.165555409,0.595611391,-3.34365856,-4.630251561,7.075668945,0.339991236,1.332975504,2.09741556,-3.098747611,-2.807224148,-2.731970104
PRISM|9018,-3.424861009,5.960038899,-2.70923969,-1.1572072,3.196083484,-3.74007299,0.503199143,-2.992801968,-2.048155953,-3.235319662,1.91153308,-2.879885626,3.691316966,1.201954818,6.546767277,-1.351203924,-3.517759519,2.605090655,-4.222741157,-0.891381825,6.166843619,-2.192990756,4.915496601,-1.981366824,2.89268789,0.920475091,-2.132122853,-0.734168657,2.890702213,-0.890844314,0.866768737,1.361493397,2.647066513,2.987637473,-1.642318879,0.429139311,-2.288197905,-1.536882435,-1.695007317,-3.922680443,-2.205822284,0.555344516,-3.383925435,-4.670518436,7.9328967,0.299724361,0.712200744,2.057148685,-3.139014485,-2.847491023,4.182372396
PRISM|9030,5.414877069,2.11545079,0.629471707,-1.959070338,6.10576072,-4.541936128,3.219094927,-3.794665106,0.516789689,-4.0371828,1.118482384,-3.681748764,4.452107369,0.408670416,3.173229465,-2.153067062,-1.990342237,1.812039959,-5.024604295,-1.640316792,4.079432991,-2.994853894,-5.989685192,2.426707815,-2.810366262,2.888154451,-2.933985991,-1.536031796,2.093028711,4.683021972,0.064905599,0.568442701,1.845203375,3.594927668,5.44905502,-0.372723827,-3.090061043,-2.338745573,-2.496870455,6.849479487,0.205139269,-0.246518622,-1.325813862,-5.472381574,-3.316277783,-0.502138777,0.102429154,1.255285547,4.673022639,-1.920722603,-3.574100117
