,Acidaminococcus,Alistipes,Anaerostipes,Anaerotruncus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Butyricicoccus,Catenibacterium,Citrobacter,Clostridium,Collinsella,Coprococcus,Desulfovibrio,Dorea,Eggerthella,Enterobacter,Enterococcus,Eubacterium,Fusobacterium,Haemophilus,Holdemania,Klebsiella,Lactobacillus,Lactococcus,Leuconostoc,Megamonas,Megasphaera,Methanobrevibacter,Methanosphaera,Odoribacter,Oscillibacter,Parabacteroides,Paraprevotella,Parasutterella,Pediococcus,Phascolarctobacterium,Prevotella,Propionibacterium,Proteus,Roseburia,Rothia,Ruminococcus,Slackia,Streptococcus,Subdoligranulum,Sutterella,Turicibacter,Veillonella
PRISM|7874,-4.219546998,6.660127057,0.944510142,2.054898015,6.187506563,-4.534758978,-0.291486845,1.513887415,3.154935823,-4.03000565,1.117482096,-3.674571614,3.145819404,0.407886926,4.942287734,-2.145889912,-4.312445507,1.811039671,-5.017427146,-1.686067813,4.413944811,-2.987676745,-5.982508042,1.348930339,-2.803189112,0.125789103,2.502948819,-1.528854646,2.096317473,2.478813743,0.072082749,0.567442413,3.648398003,2.193453819,2.063484012,-0.365546677,-3.082883893,-2.331568423,-2.489693305,-4.717366431,1.960432549,-0.239341472,-4.178611423,-5.465204424,5.93061259,4.934782,1.611617835,4.678238925,0.726075008,-3.642177011,-3.566922967
PRISM|7875,3.723642095,2.93884402,-2.682731208,-1.130698718,3.22594935,-3.713564508,5.105435946,-2.966293486,-2.021647471,-3.20881118,1.941798474,-2.853377144,7.30800993,1.232120333,4.001601085,-1.324695442,-3.491251037,2.635356048,-4.196232675,3.832116866,4.542715943,-2.166482274,-5.161313571,-1.954858342,-1.981994641,3.237917313,-2.105614371,-0.707660175,2.918994448,-0.864335832,0.893277219,1.39175879,2.673574995,3.017118914,-1.615810397,0.455647793,-2.261689423,3.172243067,-1.668498835,-3.896171961,-2.179313802,0.581852998,7.985604793,-4.644009954,-2.487906163,0.326232843,0.738709226,2.083657167,-3.112506004,-2.820982541,-2.745728497
PRISM|7879,1.676141222,5.232075972,-3.724893355,0.51070695,4.257925964,4.529514921,-0.512454522,0.543205322,-0.844859437,-4.250973327,0.900535394,-3.895539291,2.678230908,0.190833406,6.079006307,3.906039363,-4.533413184,1.594092969,-5.238394822,-1.90703549,-0.895585978,-3.208644421,-6.203475718,1.341805231,-3.024156788,-0.095178574,3.10667812,-1.749822322,5.226936144,-1.906497979,5.157230665,0.350495711,3.990818527,1.975668573,3.167067578,3.711932628,1.368338068,-2.5525361,-2.710660982,5.626694707,-3.221475949,-0.460309149,-4.3995791,-5.686172101,5.429006777,-0.715929304,-0.049185073,1.04149502,-4.15466815,-3.863144688,-3.787890644
PRISM|7897,-4.14642469,2.285748361,-3.430803371,-1.878770881,2.898927912,-4.461636671,7.391438483,-3.714365649,0.047733203,-3.956883343,1.193838568,-3.601449307,2.971886618,0.484157448,3.795256746,-2.072767605,-4.2393232,1.887396143,-4.944304838,2.431620144,5.714254654,-2.914554437,3.65009236,-1.147375498,-0.167132591,3.184232964,-2.853686534,-1.455732338,2.170975638,-1.612407995,0.145205056,0.643798884,1.925502832,2.26913562,-2.36388256,-0.29242437,1.097977649,-2.258446116,-2.416570998,5.1655043,4.393078897,-0.166219165,-4.105489116,-1.302568387,-3.235978326,-0.42183932,4.82538704,1.335585004,-3.860578166,2.439869131,2.673011819
PRISM|7899,-3.458993103,5.950563827,-2.743371784,1.904026226,8.2841385,-3.774205084,0.469067049,4.132515595,-2.082288047,-3.269451756,1.881756763,-2.91401772,3.728952341,1.172062735,4.632332743,-1.385336018,-3.551891613,2.575314338,-4.256873251,-0.925513919,2.756914168,-2.22712285,-5.221954147,1.873577962,-2.042635217,0.886342997,-2.166254947,-0.768300751,2.858638534,-0.924976408,5.135012049,1.33171708,2.612934419,2.956952455,-1.676450973,5.1534189,3.108317451,-1.571014529,-1.729139411,-3.956812537,-2.239954378,0.521212422,-3.418057528,-4.70465053,2.977959209,0.265592267,0.67806865,2.023016591,-3.173146579,-2.881623117,-2.806369073
PRISM|7904,-3.595259139,6.647296211,-2.87963782,4.75527704,7.104000637,-3.910471119,0.886084043,-3.163200097,-2.218554083,-3.405717791,1.741632555,-3.050283756,5.341554707,1.032041043,5.47513697,-1.521602053,-3.688157649,2.43519013,-4.393139287,-1.061779954,6.185191103,-2.363388886,-5.358220183,4.226687776,-2.178901253,0.750076962,3.327128189,-0.904566787,2.72054014,-1.061242443,0.696370607,1.191592872,2.476668384,2.817632979,-1.812717009,0.258741181,-2.458596035,-1.707280565,-1.865405447,-4.093078573,4.819097087,0.384946387,-3.554323564,-4.840916565,-2.684812775,0.129326231,4.073364308,1.886750555,-3.309412615,2.660972457,-2.942635108
PRISM|7906,-4.229446778,5.076144072,-3.513825459,-1.961792969,5.076255058,2.768609012,5.560423643,-3.797387737,4.143050939,-4.039905431,1.10765824,-3.684471395,3.65454187,0.39806105,3.170506834,-2.155789693,-4.322345288,1.801215815,-5.027326926,-1.695967594,6.354245176,-2.997576525,1.701864462,3.029588517,-2.813088892,4.213477817,1.56850877,-1.538754426,2.086453718,-1.695430083,0.062182968,0.557618557,1.842480744,2.183614105,-2.446904648,-0.375446458,1.721956462,-2.341468204,-2.499593086,-4.727266212,-3.010408053,-0.249241253,-4.188511204,-5.475104205,6.018492472,-0.504861408,3.478529693,1.252562916,-3.943600254,0.284337081,4.123134193
PRISM|7908,-3.631604615,2.704918864,-2.915983296,-1.363950805,4.929793298,-3.946816595,0.296455537,-3.199545573,-2.254899559,-3.442063267,1.707862858,-3.086629232,3.774746933,0.998202862,4.816958366,-1.557947529,-3.724503125,2.401420433,-4.429484763,-1.09812543,0.696648644,-2.399734362,2.527467891,0.487020734,-2.215246729,1.633163247,-2.338866458,-0.940912263,2.685417565,-1.097587919,0.660025131,1.157823175,2.440322908,2.783325757,-1.849062485,0.222395705,-2.494941511,-1.743626041,7.523040587,7.437456377,-2.412565889,0.348600911,-3.59066904,-4.877262041,5.692811544,0.092980756,1.247379751,1.850405079,3.439207249,-3.054234628,-0.889589009
PRISM|7909,-4.231933147,4.860983781,-3.516311828,0.697255247,5.509049197,0.156812221,6.409228005,0.828395223,-2.855228091,-3.649850269,1.107818903,-3.686957764,3.197583002,2.723302408,3.916254665,2.39846709,-4.324831657,1.801376478,-5.029813295,5.989326911,5.011562765,-3.000062894,-5.994894191,0.513276824,-2.815575261,0.968435365,-1.675769243,-1.541240795,5.831179616,1.223577856,0.059696599,0.55777922,2.537117498,2.183222482,2.656721725,-0.377932827,-2.336126601,-2.343954573,-2.502079455,4.976261899,-3.012894422,-0.251727622,-4.190997572,-5.477590574,4.012955994,-0.507347777,0.721202595,3.654235188,-3.946086623,-3.654563161,-3.579309117
PRISM|7910,-3.871995656,3.62469419,-3.156374336,-1.604341846,6.068558812,3.105235578,0.291794569,-3.439936614,2.135340191,-3.682454308,1.466965656,-3.327020272,3.245597388,0.757319104,7.30254156,-1.79833857,-3.964894165,2.160523231,-4.669875804,6.918344361,3.590145923,-2.640125403,2.414448081,1.458333463,-2.45563777,2.395436472,-2.579257499,-1.181303304,2.444786084,-1.33797896,0.419634091,0.916925973,2.199931867,2.542534096,-2.089453526,-0.017995335,-2.735332551,-1.984017081,-2.142141963,-4.369815089,-2.65295693,0.10820987,-3.831060081,-5.117653082,5.359684191,-0.147410285,2.109571216,1.610014039,2.945076332,-3.294625669,0.50034976
PRISM|7911,-3.832644424,4.125049297,2.899771751,3.014612087,3.965313618,3.638202069,0.095415728,-3.400585383,2.250659313,-3.643103077,1.504547303,-3.287669041,4.06895168,0.794947804,3.567309188,-1.758987339,-3.925542934,2.198104878,-4.630524572,3.199999562,0.906377246,-2.600774171,-5.595605468,0.234306702,-2.416286538,0.512691676,0.267341173,-1.141952072,2.483297216,-1.298627729,0.458985322,0.954507619,2.239283098,2.580485058,2.654440663,0.021355896,-2.69598132,-1.94466585,-2.102790732,-4.330463858,-2.613605699,0.147561101,5.555121072,-5.078301851,7.693117926,-0.108059054,2.707142527,1.64936527,-3.5467979,-3.255274438,-3.180020394
PRISM|7912,4.352658656,4.552299361,-4.046751414,0.134181614,5.809620498,4.544093388,4.64771272,1.50397107,-3.385667677,-4.572831386,0.577492966,-1.339241691,2.393634061,-0.132177603,6.000106654,-2.688715648,-4.855271243,1.271050541,-5.560252882,-2.228893549,2.639281419,-3.530502481,3.146883274,-1.73338165,2.437331271,-0.417036633,1.931132419,-2.071680382,1.554838659,-2.228356038,-0.470742988,0.027453283,2.987440817,1.652872859,4.355627933,-0.908372414,2.17891159,-2.874394159,-3.032519042,-5.260192167,-3.543334008,-0.782167208,-4.721437159,-0.755512855,3.573965769,-1.037787363,1.268002379,0.71963696,-4.47652621,0.913607461,1.479938229
PRISM|7938,-1.191174728,2.677884455,-2.948282944,-1.396250453,2.964825211,-3.979116244,0.340968235,-3.231845221,2.558117841,-3.474362915,1.680910079,-3.11892888,7.414641827,0.971108469,3.736049349,-1.590247177,-3.756802773,2.374467654,4.302084938,0.645226017,1.84077285,4.715109878,-5.426865307,-2.220410078,1.137306178,6.940595209,-2.371166106,-0.973211911,2.655661727,4.701925518,0.627725483,1.130870395,2.40802326,2.755260662,-1.881362133,0.190096057,-2.527241159,-1.775925689,-1.934050571,-4.161723697,-2.444865537,0.316301263,-3.622968688,-4.909561689,-2.753457899,0.060681107,0.47315749,1.818105431,-3.378057739,-3.086534276,6.716537231
PRISM|7941,-0.893983437,2.424383542,1.766527284,-1.647331957,2.711288564,-4.230197747,2.724842942,-3.482926725,4.410279731,-3.725444419,1.427371711,3.131654713,7.666972154,0.71763508,3.484967846,-1.841328681,-1.086344502,2.120929286,-4.712865914,1.928822685,-1.107021362,5.073390217,2.151941717,2.760589377,-2.498627881,0.756612829,-2.62224761,-0.839484424,2.403410468,-0.670753495,0.37664398,0.877332027,2.156941756,2.502232814,-0.937032395,-0.060985446,-2.778322662,-2.027007192,-2.185132074,-4.4128052,-2.695947041,0.065219759,1.30127084,-5.160643193,-3.004539402,-0.190400396,0.287801907,1.567023928,-3.629139243,-3.33761578,2.982041021
PRISM|7947,-0.421635902,2.23490042,4.264766558,-1.833387876,5.557299589,-4.416253667,4.497662908,-3.668982645,2.709212659,-3.911500339,1.237835375,0.75582197,5.111754947,0.528191061,3.298911926,-2.027384601,-4.193940196,1.93139295,-4.898921834,5.355027359,-1.293077282,6.578374294,-5.86400273,-2.657547501,5.969076614,0.727315786,2.632293587,-1.410349334,2.215700038,6.494933475,0.19058806,0.687795691,1.970885836,2.313421387,-2.318499556,-0.247041366,-2.964378582,-1.4493751,-2.371187994,-4.59886112,-2.882002961,-0.120836161,-4.060106111,-5.346699113,-3.190595322,-0.376456316,0.036020067,1.380968008,2.125151478,-3.5236717,-0.758606738
PRISM|7948,-0.408531551,2.49847995,4.590300717,-1.56974455,7.081183794,-4.15261034,6.836970407,3.370941123,3.798880095,2.917144269,1.501413912,-3.292422976,5.239980093,0.79177132,3.562555253,-1.763741274,-3.930296869,2.194971487,-4.635278508,0.45661027,3.207982803,-2.605528107,-5.600359404,-2.393904174,-2.421040474,1.036645563,-2.544660203,2.749438761,2.479312594,-1.303381664,0.454231387,0.951374229,2.234529163,2.577013437,0.282700784,0.016601961,-2.700735255,1.133242305,-2.107544667,-4.335217793,-2.618359634,0.142807166,0.387385031,-5.083055786,-2.926951995,-0.112812989,0.299663393,1.644611335,-3.551551836,-3.260028373,-1.120984181
PRISM|7955,-4.291162519,3.816239985,-3.5755412,-0.037114733,4.095154061,2.009377846,5.911123292,-3.859103477,-0.848492774,-4.101621171,4.980768749,-3.746187136,3.82175385,0.338403489,6.509420578,-2.217505433,-4.384061029,1.741614472,1.205249985,-1.757683334,3.988668915,-3.059292266,0.993332397,1.075895605,-2.874804633,4.066765094,0.44767918,-1.600470167,4.392439824,-1.757145823,6.247207911,0.498017214,1.780765004,2.123571514,-0.068636723,-0.437162199,-3.154499415,-2.403183945,-2.561308827,-1.840307114,-3.072123793,-0.310956993,-4.250226944,-5.536819945,4.520436256,-0.566577149,2.219625486,1.190847175,-4.005315995,-1.552625041,-0.104428103
PRISM|7971,7.389530844,2.799456498,-2.828701912,-0.161731576,3.085956135,-3.859535211,1.300683396,-3.112264189,-2.167618175,-3.354781883,1.802512875,1.74533153,3.577620617,1.092657911,3.855630381,-1.470666145,-2.126248197,2.49607045,-4.342203379,-1.010844046,-0.736358826,4.176148754,-5.307284275,-2.100829045,4.77023776,7.770127874,-2.251585074,1.952008043,2.776206486,-1.010306535,0.747306515,1.252473192,2.527604292,2.876444095,-1.761781101,0.309677089,-2.407660127,5.74453797,-1.814469539,-4.042142665,-2.325284505,0.435882295,-2.461509047,-4.789980657,-2.633876866,0.18026214,0.592738522,1.937686463,-3.258476707,-2.966953244,-2.8916992
PRISM|7989,0.272615047,2.461231389,-3.197818611,-1.645786121,4.943397272,-4.228651911,1.066756746,-3.481380889,-2.536734874,-3.723898583,1.423704421,1.082586183,4.270912963,0.714106184,3.486513682,-1.839782845,-4.00633844,2.117261996,-4.711320078,2.65056998,-1.105475526,-2.681569677,-0.309787224,-2.469945745,7.270378622,1.524683649,2.779590874,5.114060865,2.402479229,-1.379423235,0.378189816,0.873664738,2.158487592,2.499652071,-0.161518014,-0.05943961,-2.776776826,-2.025461356,-2.183586238,-4.411259364,-2.694401205,0.066765595,0.326918645,2.960893959,-3.002993566,-0.18885456,0.223621823,1.568569764,-3.627593407,-3.336069944,7.148254747
PRISM|8095,0.152786656,2.260652759,-3.358767916,-1.806735425,2.547957108,-4.389601216,2.224242527,-3.642330193,-2.697684179,-3.884847887,1.263573706,4.637451543,5.589914071,0.553953691,3.325564377,-2.000732149,-0.041272975,1.957131281,-4.872269383,4.76251496,-1.26642483,6.729511014,0.699309356,-2.630895049,6.543710854,1.974135768,-2.781651078,-1.383696883,2.241918438,5.978455421,0.217240511,0.713534023,1.997538288,2.339350444,-0.805617138,-0.220388915,-2.937726131,0.058866027,-2.344535543,-4.572208669,-2.855350509,5.436627209,-0.296318118,-5.320046661,-3.163942871,-0.349803865,1.690879343,1.407620459,-3.788542711,-3.497019248,-2.396030291
PRISM|8096,-3.847592289,2.487167054,-3.131970969,-1.579938479,4.246576722,-4.162804269,6.65458194,-3.415533247,1.517480514,1.668234572,1.4900836,-3.302616905,6.029635077,0.78047122,3.552361324,-1.773935203,-3.940490798,2.183641175,-4.645472436,-1.314113104,2.987921645,-2.615722035,4.395170803,2.46488169,-2.431234402,0.497743812,-2.554854132,-1.156899937,2.468579127,-1.313575593,0.444037458,0.940043917,2.224335234,2.565920259,-2.065050159,0.006408032,-2.710929184,-1.959613714,-2.117738596,-4.345411722,-2.628553563,0.132613237,4.335671351,-5.093249715,3.975728292,-0.123006918,1.839155291,1.634417406,7.172637179,-3.270222302,-3.194968258
PRISM|8101,-3.670541552,5.680419397,-2.954920233,1.18868342,6.450921857,-3.985753533,3.437056707,-1.401264557,-2.293836496,-3.481000204,1.671425841,-1.040392825,4.392724593,0.961699542,4.223908423,-1.596884466,-3.763440062,2.364983416,-4.4684217,-1.137062367,7.866390582,-2.438671299,0.254735851,1.711523646,-2.254183666,0.674794549,-2.377803395,-0.9798492,2.647669094,-1.136524856,0.621088194,1.121386157,2.401385971,2.746368092,5.472567795,0.183458768,3.28008755,-1.782562978,-1.94068786,-4.168360986,-2.451502826,0.309663974,2.551056941,-4.916198978,-2.760095188,0.054043818,0.795318428,3.432380736,-3.384695028,-3.093171565,-3.017917522
PRISM|8106,-4.039595703,2.301698615,3.404275821,-1.771941894,2.588426499,-4.354807684,6.731929862,-3.607536662,3.702341981,0.762025586,1.304716592,-0.581753844,7.168709141,0.594928248,3.360357909,-1.965938618,1.364303115,1.998274167,-4.837475851,3.775262412,-1.231631299,-0.715725798,0.31313792,-2.596101518,-2.623237817,0.305740397,2.245091404,-1.348903351,2.279731131,0.914607535,0.252034043,0.754676908,2.032331819,2.379171416,-2.257053573,-0.185595383,-2.902932599,2.801248227,-2.309742011,-4.537415137,-2.820556978,3.674798705,-1.344040728,-5.28525313,-3.129149339,-0.315010333,0.111272861,1.442413991,-3.753749179,-3.462225717,3.413867843
PRISM|8129,-3.836704813,2.499212172,-3.121083494,1.182790387,4.726205407,3.742436953,7.774473027,-3.404645771,-2.459999757,3.417631499,1.502146736,-3.29172943,5.625554029,0.7925031,5.318088046,-1.763047727,-3.929603323,2.195704311,-4.634584961,2.801383924,-1.028740409,-2.60483456,5.203241023,2.401751591,-2.420346927,3.987560363,-2.543966656,-1.146012461,2.480024794,-1.302688117,0.454924933,0.952107052,2.23522271,2.577738068,-2.054162683,0.017295507,-2.700041709,-1.948726239,-2.106851121,-4.334524247,-2.617666087,0.143500713,-3.795769238,-0.11261227,-2.926258449,-0.112119443,3.254222679,1.645304881,-3.550858289,-3.259334826,0.075889101
PRISM|8226,-3.360128822,2.97652584,-2.644507502,-1.092475012,6.762153402,-3.675340802,7.164634748,1.377368867,-1.983423765,-3.170587474,1.979471874,-2.815153438,7.810030671,1.26980834,4.039824791,-1.286471736,-3.453027331,2.673029449,-4.15800897,0.09170199,-0.552164417,-2.128258569,-5.123089866,-1.916634636,-1.943770936,6.385919854,-2.067390665,2.622790819,2.956956653,-0.826112126,0.931500925,1.42943219,2.711798701,3.054907001,-1.577586692,0.493871499,-2.223465717,-1.472150247,-1.630275129,-3.857948255,-2.141090096,0.620076704,-3.319193247,4.308484846,-2.449682457,0.364456549,3.487793207,2.121880873,-3.074282298,-2.782758835,-0.909440749
PRISM|8244,-0.637004227,5.184721824,2.265589842,4.258306129,2.985226932,-4.135214271,0.385547577,-3.387943249,2.723217794,-2.817013226,1.517841567,-3.275026907,5.803915496,0.808224719,4.456519322,-1.746345205,-3.9129008,3.736170159,-4.617882438,-1.286523106,4.885731684,-2.588132037,-5.582963334,4.040370583,-0.291867578,0.52533381,-2.527264134,-1.129309938,2.496248854,-1.285985595,0.471627456,0.967801884,2.251925232,2.593643161,7.516176666,0.03399803,-1.977262572,-1.932023716,-2.090148598,0.938048135,-2.600963565,0.160203235,-3.779066715,-5.065659717,-0.758987122,-0.09541692,0.417954611,6.040726597,-3.534155766,-3.242632304,-3.16737826
PRISM|8264,-0.190002951,1.99393616,-3.727652637,-2.175620146,2.355866354,-4.758485937,4.771657164,-4.011214915,-3.0665689,-4.253732608,0.895490366,1.294663129,6.546635708,0.185849048,2.956679656,-2.369616871,0.808228958,1.589047941,-1.629610181,5.042735534,-1.635309552,4.575899178,1.655311649,-2.999779771,0.652269724,0.688560543,0.881763042,5.075219628,1.873414225,0.764442321,-0.15164421,0.345450682,1.628653566,1.971099892,-2.660731826,-0.589273636,-3.306610852,-2.555295382,-2.713420264,-4.94109339,-3.224235231,-0.463068431,-2.484600387,2.014307977,-3.532827592,-0.718688586,-0.306212203,1.038735738,6.13961788,-3.86590397,4.585664362
PRISM|8275,5.704734745,3.257896426,2.127569867,-1.55717896,6.43370823,-2.012353037,6.768323388,-3.052124826,4.019035758,-3.681576487,1.469011236,-3.326142452,4.23359982,0.759333678,3.528835777,-1.79746075,-3.964016345,2.162568811,-4.668997983,-1.337638651,1.534765823,-2.639247582,-5.634078879,2.140900431,0.363404747,0.474218265,-2.578379679,-1.180425483,2.446218718,7.013695057,0.420511911,0.918971553,2.548888574,2.544336246,1.644957607,-0.017117515,-2.734454731,-1.983139261,-2.141264143,0.082126382,-2.65207911,0.109087691,-3.83018226,-5.116775261,-2.468710556,-0.146532465,1.210509911,1.610891859,-2.387965182,-3.293747849,-1.326513066
PRISM|8283,5.568032313,5.244058376,-3.640583454,1.927757946,6.066813659,5.974204983,5.621458466,-3.924145731,3.511968255,-4.166663425,0.983282927,-3.81122939,2.905706233,0.273622394,4.362739733,-2.282547687,-4.449103283,1.676840502,-5.154084921,-1.822725588,2.43530446,-3.12433452,-6.119165817,1.067255221,-1.228564855,2.093478615,-3.063466616,-1.665512421,1.960827016,-1.822188077,-0.064575027,0.433243243,4.424279453,4.811279235,-2.573662643,-0.502204453,-3.219541669,-2.468226199,3.89326517,-0.84612901,2.714155708,-0.375999247,-4.315269198,-5.601862199,3.775191805,-0.631619403,-0.126690413,3.012727062,-3.549570908,-0.832367325,-3.355459297
PRISM|8332,5.753605259,5.649072997,-1.471844271,1.38390964,6.339083362,4.494635547,0.440411388,1.725937447,4.295117997,-3.963863679,1.186377129,-3.608429643,3.075019065,0.476708778,4.349698688,-2.079747941,-4.246303536,1.879934704,-4.951285174,-1.619925842,6.878660243,-2.921534773,-5.91636607,0.731160966,-0.684481361,0.191931074,-2.86066687,-1.462712674,2.163766668,2.719150588,0.13822472,0.636337446,3.342031596,2.261774434,-2.370862896,-0.299404706,2.998404383,-2.265426452,-2.423551334,-0.823112076,-2.934366301,-0.173199501,-4.112469452,-5.010238372,-2.217280092,-0.428819656,0.842490163,2.922901178,-3.867558502,-0.662113289,-3.500780996
PRISM|8336,-2.378916352,3.078030356,-2.556467411,-1.004434921,3.363950147,-3.587300711,0.655971422,-2.840029689,-1.895383674,-3.082547383,2.08118424,-0.773417129,3.853422853,1.371160101,4.127864882,-1.198431645,-2.981044921,2.774741815,-3.68602656,7.313028095,-0.464124326,-2.040218478,-4.651107456,-1.828594545,-1.855730845,8.31594927,0.18567036,2.839142734,3.051516078,-0.738072035,1.019541016,1.531144556,2.799838792,3.153784764,-1.489546601,0.58191159,-2.135425626,5.695257393,-1.542235038,-3.769908164,-2.053050005,0.708116795,-3.231153156,0.416616805,-2.361642366,0.45249664,0.864973022,2.209920964,-2.986242207,-2.694718744,-2.6194647
PRISM|8361,-1.092486385,2.776943313,4.118045094,-1.295543921,3.168707573,-3.878409711,8.108764736,1.518441429,-0.065742788,-3.373656383,1.777798549,-3.018222347,3.746655686,6.725185527,3.836755882,-1.489540645,-3.65609624,2.471356124,-4.361077878,0.125061943,1.466829508,-2.331327477,-5.326158774,2.228977472,-2.146839844,0.904123179,2.471276392,-0.872505378,2.754551062,-1.029181035,0.728432016,1.227758865,2.508729792,4.157164175,-1.7806556,2.164384224,-0.564011659,1.916192261,-1.833344038,-4.061017164,-2.344159005,0.417007795,-3.522262156,-4.808855157,-2.652751366,0.16138764,0.766704552,1.918811964,-3.277351207,-2.985827744,-2.399022846
PRISM|8374,-0.799685905,5.14206002,4.799128488,3.725622397,4.560066102,-4.824271297,-0.580999164,-4.077000274,0.982957695,-4.319517968,0.829623292,-3.964083933,4.347098788,0.119984145,2.890894296,-2.43540223,5.000795538,1.523180867,-5.306939464,2.287462231,-1.701094912,5.486480349,-6.27202036,2.092350643,-3.09270143,3.104548549,-3.216321159,1.664817079,1.807590059,3.930729063,-0.21742957,0.279583609,1.562868207,1.905249864,5.380528237,-0.655058996,4.233167127,0.81261995,-2.779205624,2.275455417,-3.29002059,-0.52885379,-4.468123741,-5.754716742,-3.598612952,-0.784473946,-0.065180617,3.998190058,-4.223212792,-3.931689329,-3.856435286
PRISM|8377,-0.032940307,3.77742596,2.809312236,1.474385465,2.444265215,-4.817076823,-0.57380469,-0.16110223,0.952721774,-4.312323494,0.835580686,-3.956889459,6.029919351,0.125974434,2.89808877,1.902665473,-4.594763352,6.185661903,-5.29974499,4.869364852,4.893692294,4.125361846,0.439898774,2.727311431,-3.085506956,0.23800825,2.610899466,-1.81117249,1.814197241,-1.967848146,-0.210235096,0.285541003,1.57006268,1.911465441,-2.719322712,1.791825492,-3.365201738,-2.613886268,-2.77201115,-4.999684276,-3.282826117,-0.521659316,-4.460929267,-5.747522268,-3.591418478,-0.777279472,0.443028658,4.106886548,3.469478973,1.985844379,-1.043719498
PRISM|8406,6.047536791,1.466005854,1.672505648,1.07894757,5.70054888,-5.186009309,5.135241175,1.422030424,1.799286811,-4.681255981,0.468954195,-4.325821946,3.767818771,-0.240713343,2.529156284,-2.797140243,-4.963695838,1.16251177,0.215847674,3.148776614,4.288753068,-3.638927076,2.01209558,-3.427303143,2.108517453,2.024166098,0.25574889,-2.180104977,1.446359811,-2.336780633,-0.579167582,-0.081085488,1.201130194,3.852086544,-2.523957289,-1.016797009,0.715012655,-0.853511156,-3.140943636,-1.993843673,-3.651758603,-0.890591803,-4.829861754,-1.92377611,2.256586016,-1.146211958,0.492006553,2.545453769,-4.584950805,0.748815715,1.432308548
PRISM|8441,-3.94785846,4.75629281,-3.23223714,0.702825774,7.294627,4.146215639,5.588032375,-0.811301959,-2.571153403,-3.758317112,1.3899106,-3.402883076,3.608353141,0.680295742,6.656866564,-1.874201374,-4.040756969,2.083468175,-4.745738608,-1.414379275,5.234714342,-2.715988207,-5.710819504,0.256538671,-2.531500574,0.397477641,3.685110895,-1.257166108,2.36835718,-1.413841764,0.343771287,0.839870917,2.124069063,2.465727808,-2.16531633,-0.09385814,-2.811195355,-2.059879885,-2.218004767,-4.445677893,-2.728819734,0.032347066,-3.906922885,2.081231962,4.417771076,-0.223273089,2.055214929,1.534151235,0.439603999,2.19348015,-3.295234429
PRISM|8444,-3.902192074,4.745475809,-3.186570754,2.777420313,6.259857839,5.085401014,0.025868079,-3.470133032,-2.525487017,-3.712650726,1.435482171,-3.35721669,3.543932096,0.725869834,3.497761539,-1.828534988,-3.995090583,2.129039745,-4.700072221,-1.368712889,4.042158089,2.570764136,-5.665153118,2.595945323,-2.485834188,0.443144027,-2.609453917,-1.211499722,2.413978561,-1.368175378,7.159615628,6.327832235,4.229005718,2.511319172,4.390118692,-0.048191753,-2.765528969,-2.014213499,-2.172338381,-4.400011507,-2.683153348,0.078013452,-3.861256499,-5.1478495,4.331218753,-0.177606703,2.783260466,4.745180444,-3.61634555,-3.324822087,-3.249568043
PRISM|8447,5.825596389,3.457001018,-3.680130585,1.423820767,4.550308653,2.141068835,-0.467691753,-3.963692863,2.384285629,-4.206210557,0.943159454,-3.850776522,2.732413352,2.190283809,4.179987199,1.399766965,-4.488650414,1.636717029,-5.193632053,2.370788675,6.603285223,-3.163881652,-6.158712949,2.24869106,-2.979394019,-0.050415804,3.145553311,-1.705059553,1.921006109,-1.861735209,1.602132329,0.393119771,1.676175618,2.018738312,2.846759953,-0.541751585,-3.259088801,-2.50777333,-2.665898213,-4.893571338,-3.176713179,-0.415546379,4.041975839,-5.641409331,5.353924668,-0.671166534,1.192009531,3.259091569,-4.109905381,1.85827481,-3.743127874
PRISM|8452,2.698367456,2.860911436,-2.765843726,-1.213811235,3.147539876,-3.796677026,0.446595107,-3.049406003,-2.104759989,-3.291923697,1.863946144,-2.936489662,3.639690404,1.154128772,3.918488567,-1.407807959,-3.574363555,2.557503719,-4.279345193,3.268688964,-0.673500641,-2.249594792,-5.244426089,-2.03797086,-2.065107159,8.265431422,-2.188726888,6.561869929,2.838385342,-0.947448349,0.810164701,1.31390646,2.590462478,2.938172857,-1.698922915,0.372535275,-2.344801941,-1.593486471,-1.751611353,-3.979284479,-2.262426319,0.498740481,2.246791865,3.490076979,-2.571018681,0.243120325,4.693792396,2.000544649,-3.195618521,-2.904095058,1.708612956
PRISM|8458,5.97185864,2.639254735,2.510992597,1.36881743,4.949821554,-4.741437768,5.421057983,-0.576099746,0.924679019,-4.236684439,0.9173544,-3.881250404,3.847702872,0.207585412,2.973727825,-2.352568701,1.726940133,1.610911975,-5.224105935,-1.892746602,5.356024373,-3.194355534,-6.189186831,1.999458693,-3.009867901,-0.080889686,1.668907632,-1.735533435,1.892752412,5.411546812,-0.134596041,0.367314716,1.645701736,5.022081518,-2.643683657,-0.572225467,1.925721421,-2.538247213,-2.309690446,4.634624366,-3.207187061,-0.446020261,2.063065885,-5.671883213,-3.515779423,-0.701640417,-0.289164034,3.849776894,-4.140379263,-3.8488558,-3.773601757
