"","ID","Name","FDR","Control","IBD","UC","CD"
"115","Benzodiazepines","Benzodiazepines",0.0049779278477606,1.08175101607777,1.03364278723872,1.72428940157441,0.437175256676075
"116","N.acetyl.2.arylethylamines","N-acetyl-2-arylethylamines",0.00576720846184128,-1.12522618429374,0.226001007789865,-0.282279588356915,0.664970613552993
"117","Phosphatidylcholines","Phosphatidylcholines",0.00616052325223596,2.02769075053629,2.71856362345221,2.32242876992498,3.0606800878621
"118","Dimethoxybenzenes","Dimethoxybenzenes",0.00949475512079906,-1.4853072905111,-0.504389051067419,-1.17682057095677,0.0763472615642977
"119","Hydroxy.bile.acids..alcohols.and.derivatives","Hydroxy bile acids, alcohols and derivatives",0.00956327601934824,0.231433322221784,-0.990298440505384,-1.06084609916398,-0.929370917118418
"120","Diterpenoids","Diterpenoids",0.0113272631501869,3.98607598779018,2.81666610446619,2.71100075405376,2.90792254345874
"121","Pyranones.and.derivatives","Pyranones and derivatives",0.0135296461719289,-4.16021428409557,-2.29631612350801,-3.41722599620537,-1.32825759708756
"122","Pyridines.and.derivatives","Pyridines and derivatives",0.0167690531474464,0.90514905510227,1.09542828797663,1.88803418271929,0.410905015244327
"123","Medium.chain.fatty.acids","Medium-chain fatty acids",0.0193266070124684,-2.60058995661019,-1.45962946476015,-2.31964714915424,-0.716886919147079
"124","Naphthofurans","Naphthofurans",0.0196736683875844,-2.30893494168732,-3.44232501569154,-2.7946267915774,-4.00170075469921
"125","X1.acyl.sn.glycero.3.phosphocholines","1-acyl-sn-glycero-3-phosphocholines",0.0256151880364095,0.27008254259458,1.44995972316375,1.74483829282922,1.19529186754357
"126","Tetrahydroxy.bile.acids..alcohols.and.derivatives","Tetrahydroxy bile acids, alcohols and derivatives",0.025710443267242,0.640814198322537,-0.514241957434303,-0.642991373238695,-0.403049280148693
"127","Fatty.acid.esters","Fatty acid esters",0.035783712569937,3.42714474065581,2.87096878848056,2.58327864160733,3.11942846078017
"128","Hydroxy.fatty.acids","Hydroxy fatty acids",0.0425485007331545,0.0460874024494408,-1.47515348747038,-1.52243312042213,-1.43432107719388
"129","Cycloartanols.and.derivatives","Cycloartanols and derivatives",0.0510735025235137,1.96978474094327,1.10618473355283,1.25262304113915,0.97971528609192
"130","Oligopeptides","Oligopeptides",0.0609494629184513,2.58921450142266,1.89207272363856,1.87787776402814,1.90433200693847
"131","Pyrrolidines","Pyrrolidines",0.0644217896974175,-4.00094163494082,-2.00915422223234,-1.16290219666685,-2.74000824431162
"132","Estrane.steroids","Estrane steroids",0.0644282657956152,-2.96987527580997,-5.08091151974154,-4.90472656779994,-5.23307125096384
"133","Kaurane.diterpenoids","Kaurane diterpenoids",0.0679776227396244,0.830210299688299,-0.1132735598344,0.147906435611464,-0.338838101355828
